"Title","Hull","Class %23","Hull %23","COM Date","TYCOM","FLT","Last Insp Date","Sked Next Inspection","Months from Last Insp/MI","OVERDUE REASON","Overdue_OLD","ACTIVE/INACTIVE","Battle Force","HomePort","UIC","NVR","Waivers","Remarks","AT Date","FCT Date","CT DATE","GMI","MI / SMART 1","MI / SMART 2","MI / SMART 3","MI / SMART 4","MI / SMART 5","MI / SMART 6","MI / SMART 7","MI / SMART 8","MI / SMART 9","MI / SMART 10","Survey","NEP","IT","C51","C51","AT2","C51","C51","FC2","MCI 1","PRT","DECOM Date","SCHEDULED","OVERDUE","CURRENT ORFP PHASE","PHASE MI Scheduled In","CONCERNS/RISKS","Ship Folder"
"LAFAYETTE","[""FFG""]","[""FFG 62""]","FFG 65",,,,,,,,"OVERDUE",,,"[""MARINETTE, WI""]",,"[""PLANNED""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"SEA FIGHTER","[""FSF""]","[""FSF 1""]","FSF 1",,"[""CNSL""]",,"6/12/2024 9:00 PM","6/12/2024 9:00 PM","16",,,"[""INACTIVE""]","[""NO""]","[""PANAMA CITY, FL""]",,,,"INACTIVATED",,,,,"8/22/2021 9:00 PM","6/12/2024 9:00 PM",,,,,,,,,,,,,,,,,,,,"12/1/2024 9:00 PM","YES",,,,,
"BLUE RIDGE","[""LCC""]","[""LCC 19""]","LCC 19","11/13/1970 9:00 PM","[""CNSP""]","[""C7F""]","9/13/2024 9:00 PM","1/24/2027 9:00 PM","13","[""2""]",,"[""ACTIVE""]","[""SUPPORT FORCE""]","[""YOKOSUKA, JAPAN""]","05840","[""PAC""]",,,,,,,"3/6/2003 9:00 PM","6/26/2008 9:00 PM","5/9/2013 9:00 PM","7/24/2019 9:00 PM","9/13/2024 9:00 PM",,,,,,,,,,,,,,,,,,"YES",,,,,
"MOUNT WHITNEY","[""LCC""]","[""LCC 19""]","LCC 20","12/31/1970 9:00 PM","[""MSC""]","[""C6F""]","9/17/2023 9:00 PM",,"25","[""2""]",,"[""ACTIVE""]","[""Support Force""]","[""GAETA, ITALY""]","20001","[""LANT""]",,"OCIR FY26",,,,,"4/26/2001 9:00 PM","8/25/2016 9:00 PM","9/17/2023 9:00 PM",,,,,,,,,,,,,,,,,,,,"NO",,,,,
"FREEDOM","[""LCS""]","[""LCS 1""]","LCS 1","11/7/2008 9:00 PM",,,,"9/21/2001 9:00 PM",,,"OVERDUE","[""INACTIVE""]","[""Strategic Sealift Force""]",,"22247","[""MSC U.S. ATLANTIC COAST""]",,"XFER TO MARAD",,,,,,,,,,,,,,,,,,,,,,,,,,"9/29/2021 9:00 PM","YES","OVERDUE",,,,
"GABRIELLE GIFFORDS","[""LCS""]","[""LCS 2""]","LCS 10","6/9/2017 9:00 PM","[""CNSP""]","[""C3F""]","10/22/2017 9:00 PM",,"96","[""1"",""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","20139","[""PAC""]",,,"11/16/2016 9:00 PM","10/25/2017 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"SIOUX CITY","[""LCS""]","[""LCS 1""]","LCS 11","11/16/2018 9:00 PM",,,"5/16/2013 9:00 PM",,"149",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""SAN DIEGO, CA""]","22202","[""INACTIVE""]",,,"3/26/1998 9:00 PM","1/28/1999 9:00 PM",,,"3/18/2004 9:00 PM","11/6/2008 9:00 PM","5/16/2013 9:00 PM",,,,,,,,,,,,,,,,,,,"8/13/2023 9:00 PM","NO","OVERDUE",,,,
"OMAHA","[""LCS""]","[""LCS 2""]","LCS 12","2/2/2018 9:00 PM","[""CNSP""]","[""C3F""]","6/20/2018 9:00 PM",,"88","[""1"",""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","20141","[""PAC""]",,,"5/10/2017 9:00 PM","6/20/2018 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"WICHITA","[""LCS""]","[""LCS 1""]","LCS 13","1/11/2019 9:00 PM","[""CNSL""]","[""C2F""]","8/28/2025 9:00 PM","2/27/2028 9:00 PM","1","[""1"",""2""]",,"[""ACTIVE""]","[""YES""]","[""MAYPORT, FL""]","20142","[""LANT""]",,"FMS FY25","7/11/2018 9:00 PM","5/22/2019 9:00 PM",,,"8/28/2025 9:00 PM",,,,,,,,,,,,,,,,,,,"3/15/2017 9:00 PM",,,"YES",,,,,
"MANCHESTER","[""LCS""]","[""LCS 2""]","LCS 14","5/25/2018 9:00 PM","[""CNSP""]","[""C3F""]","3/13/2025 9:00 PM",,"7","[""2""]",,"[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","20095","[""PAC""]",,,"12/13/2017 9:00 PM","11/28/2018 9:00 PM",,,"3/13/2025 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"BILLINGS","[""LCS""]","[""LCS 1""]","LCS 15","8/2/2019 9:00 PM","[""CNSL""]","[""C2F""]","12/10/2020 9:00 PM","3/1/2026 9:00 PM","58","[""1"",""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""MAYPORT, FL""]","20096","[""LANT""]",,"FMS FY25","12/5/2018 9:00 PM","12/10/2020 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"TULSA","[""LCS""]","[""LCS 2""]","LCS 16","2/15/2019 9:00 PM","[""CNSP""]","[""C3F""]","9/25/2024 9:00 PM",,"12","[""2""]",,"[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","20097","[""PAC""]",,,"3/4/2018 9:00 PM","6/12/2019 9:00 PM",,,"9/25/2024 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"INDIANAPOLIS","[""LCS""]","[""LCS 1""]","LCS 17","10/25/2019 9:00 PM","[""CNSL""]","[""C2F""]","8/19/2021 9:00 PM","8/16/2026 9:00 PM","50","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""MAYPORT, FL""]","20155","[""LANT""]",,"FMS FY25","6/21/2019 9:00 PM","8/19/2021 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"CHARLESTON","[""LCS    ""]","[""LCS 2""]","LCS 18","3/1/2019 9:00 PM","[""CNSP""]","[""C3F""]","7/23/2023 9:00 PM",,"27","[""2""]",,"[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","20156","[""PAC""]",,,"7/15/2018 9:00 PM","9/18/2019 9:00 PM",,,"7/23/2023 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"SAINT LOUIS","[""LCS""]","[""LCS 1""]","LCS 19","8/7/2020 9:00 PM","[""CNSL""]","[""C2F""]","2/23/2021 9:00 PM","3/1/2026 9:00 PM","56","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""MAYPORT, FL""]","20157","[""LANT""]",,"FMS FY25","12/11/2019 9:00 PM","2/23/2021 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"INDEPENDENCE","[""LCS""]","[""LCS 2""]","LCS 2","1/15/2010 9:00 PM",,,,"9/21/2001 9:00 PM",,,"OVERDUE","[""INACTIVE""]","[""Strategic Sealift Force""]",,"22249","[""MSC NOT ASSIGNED""]",,"XFER TO MARAD",,,,,,,,,,,,,,,,,,,,,,,,,,"7/30/2021 9:00 PM","YES","OVERDUE",,,,
"CINCINNATI","[""LCS""]","[""LCS 2""]","LCS 20","10/4/2019 9:00 PM","[""CNSP""]","[""C3F""]","4/2/2025 9:00 PM",,"6","[""2""]",,"[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","20158","[""PAC""]",,,"2/6/2019 9:00 PM","3/4/2020 9:00 PM",,,"4/2/2025 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"MINNEAPOLIS-ST. PAUL","[""LCS""]","[""LCS 1""]","LCS 21","5/20/2022 9:00 PM","[""CNSL""]","[""C2F""]","4/16/2023 9:00 PM","12/14/2025 9:00 PM","30","[""2""]",,"[""ACTIVE""]","[""YES""]","[""MAYPORT, FL""]","20159","[""LANT""]",,"Next: RT","8/19/2020 9:00 PM","4/16/2023 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"YES",,,,,
"KANSAS CITY","[""LCS""]","[""LCS 2""]","LCS 22","6/19/2020 9:00 PM","[""CNSP""]","[""C3F""]","1/23/2025 9:00 PM",,"9","[""2""]",,"[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","20160","[""PAC""]",,,"9/26/2019 9:00 PM","12/17/2020 9:00 PM",,,"1/23/2025 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"COOPERSTOWN","[""LCS""]","[""LCS 1""]","LCS 23","5/5/2023 9:00 PM","[""CNSL""]","[""C2F""]","8/6/2023 9:00 PM","5/24/2026 9:00 PM","26","[""2""]",,"[""ACTIVE""]","[""YES""]","[""MAYPORT, FL""]","20161","[""LANT""]",,,"12/10/2020 9:00 PM","8/6/2023 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"YES",,,,,
"OAKLAND","[""LCS""]","[""LCS 2""]","LCS 24","4/16/2021 9:00 PM","[""CNSP""]","[""C3F""]","5/27/2021 9:00 PM",,"52","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","20168","[""PAC""]",,,"5/21/2020 9:00 PM","5/27/2021 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"MARINETTE","[""LCS   ""]","[""LCS 1""]","LCS 25","9/15/2023 9:00 PM","[""CNSL""]","[""C2F/C4F""]","8/29/2024 9:00 PM","11/14/2027 9:00 PM","13","[""2""]",,"[""ACTIVE""]","[""YES""]","[""MARINETTE, WI""]","20169","[""LANT""]",,,"11/13/2022 9:00 PM","8/29/2024 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"YES",,,,,
"MOBILE","[""LCS""]","[""LCS 2""]","LCS 26","5/21/2021 9:00 PM","[""CNSP""]","[""C3F""]","10/17/2021 9:00 PM","7/12/2026 9:00 PM","48","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","20170","[""PAC""]",,,"9/24/2020 9:00 PM","10/17/2021 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"NANTUCKET","[""LCS   ""]","[""LCS 1""]","LCS 27",,"[""CNSL""]","[""C2F""]","12/3/2023 9:00 PM","10/18/2026 9:00 PM","22","[""2""]",,"[""ACTIVE""]",,"[""MAYPORT, FL""]","20171","[""UNDER CONSTRUCTION""]",,,"12/3/2024 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,"YES",,,,,
"SAVANNAH","[""LCS""]","[""LCS 2""]","LCS 28","2/4/2022 9:00 PM","[""CNSP""]","[""C3F""]","6/21/2022 9:00 PM","3/28/2027 9:00 PM","40","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","20172","[""PAC""]",,,"5/13/2021 9:00 PM","6/21/2022 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"BELOIT","[""LCS""]","[""LCS 1""]","LCS 29","9/29/2024 9:00 PM","[""CNSL""]","[""C2F""]","8/22/2024 9:00 PM",,"14","[""2""]",,"[""ACTIVE""]","[""YES""]","[""MAYPORT, FL""]","20173","[""LANT""]",,"AT","8/22/2024 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"FORT WORTH","[""LCS""]","[""LCS 1""]","LCS 3","9/21/2012 9:00 PM","[""CNSP""]","[""C3F""]","10/10/2021 9:00 PM",,"48","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","20130","[""PAC""]",,"DISMANTLE FY26","5/3/2012 9:00 PM","4/4/2013 9:00 PM",,,,,,,,,,,,,"10/10/2021 9:00 PM",,,,,"5/21/2009 9:00 PM",,,,,,,"NO","OVERDUE",,,,
"CANBERRA","[""LCS""]","[""LCS 2""]","LCS 30","7/21/2023 9:00 PM","[""CNSP""]","[""C3F""]","12/11/2022 9:00 PM","5/17/2026 9:00 PM","34","[""2""]",,"[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","20259","[""PAC""]",,,"11/7/2021 9:00 PM","12/11/2022 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"YES",,,,,
"CLEVELAND","[""LCS""]","[""LCS 1""]","LCS 31",,"[""CNSL""]",,"8/21/2025 9:00 PM",,"2",,,"[""ACTIVE""]","[""YES""]","[""MARINETTE, WI""]","20260","[""UNDER CONSTRUCTION""]",,"AT","8/21/2025 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"SANTA BARBARA","[""LCS""]","[""LCS 2""]","LCS 32","3/31/2023 9:00 PM","[""CNSP""]","[""C3F""]","8/13/2023 9:00 PM","8/9/2026 9:00 PM","26","[""2""]",,"[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","20261","[""PAC""]",,,"5/29/2022 9:00 PM","8/13/2023 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"YES",,,,,
"AUGUSTA","[""LCS""]","[""LCS 2""]","LCS 34","9/29/2023 9:00 PM","[""CNSP""]","[""C3F""]","7/18/2024 9:00 PM","2/6/2028 9:00 PM","15","[""2""]",,"[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","20263","[""PAC""]",,,"2/26/2023 9:00 PM","7/18/2024 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"YES",,,,,
"KINGSVILLE","[""LCS""]","[""LCS 2""]","LCS 36",,"[""CNSP""]","[""C3F""]","6/5/2025 9:00 PM",,"4","[""2""]",,"[""ACTIVE""]","[""YES""]","[""MOBILE, AL""]","20265","[""PAC""]",,"AT / IHA SDGO 1OCT23","1/28/2024 9:00 PM","6/5/2025 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"PIERRE","[""LCS""]","[""LCS 2""]","LCS 38",,"[""CNSP""]",,"6/12/2025 9:00 PM",,"4","[""2""]",,"[""ACTIVE""]","[""YES""]","[""MOBILE, AL""]",,"[""UNDER CONSTRUCTION""]",,,"6/12/2025 9:00 PM",,,,,,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"CORONADO","[""LCS""]","[""LCS 2""]","LCS 4","4/4/2014 9:00 PM",,,,"9/21/2001 9:00 PM",,,"OVERDUE","[""INACTIVE""]","[""Strategic Sealift Force""]",,"22251","[""MSC NOT ASSIGNED""]",,"XFER TO MARAD",,,,,,,,,,,,,,,,,,,,,,,,,,"9/29/2022 9:00 PM","YES","OVERDUE",,,,
"MILWAUKEE","[""LCS""]","[""LCS 1""]","LCS 5","11/20/2015 9:00 PM",,,,"9/21/2001 9:00 PM",,,"OVERDUE","[""INACTIVE""]","[""Strategic Sealift Force""]",,"22252","[""MSC NOT ASSIGNED""]",,"XFER TO MARAD",,,,,,,,,,,,,,,,,,,,,,,,,,"9/28/2023 9:00 PM","YES","OVERDUE",,,,
"JACKSON","[""LCS""]","[""LCS 2""]","LCS 6","12/4/2015 9:00 PM","[""CNSP""]","[""C3F""]","5/8/2024 9:00 PM",,"17","[""2""]",,"[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","20135","[""PAC""]",,,"6/25/2015 9:00 PM","5/17/2017 9:00 PM",,,"5/8/2024 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"DETROIT","[""LCS""]","[""LCS 1""]","LCS 7","10/21/2016 9:00 PM",,,,"9/21/2001 9:00 PM",,,"OVERDUE","[""INACTIVE""]","[""Support Force""]",,"21579","[""PAC""]",,"XFER TO MARAD",,,,,,,,,,,,,,,,,,,,,,,,,,"9/26/2023 9:00 PM","YES","OVERDUE",,,,
"MONTGOMERY","[""LCS""]","[""LCS 2""]","LCS 8","9/9/2016 9:00 PM","[""CNSP""]","[""C3F""]","5/9/2024 9:00 PM",,"17","[""2""]",,"[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","20137","[""PAC""]",,"DECOM FY25 FMS, NO MORE MIs","5/5/2016 9:00 PM","3/15/2017 9:00 PM",,,"5/9/2024 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO",,,,,
"LITTLE ROCK","[""LCS""]","[""LCS 1""]","LCS 9","12/15/2017 9:00 PM",,,"3/31/2011 9:00 PM","3/31/2011 9:00 PM","174",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""SAN DIEGO, CA""]","21405","[""INACTIVE""]",,,,,,,"11/14/1996 9:00 PM","3/1/2001 9:00 PM","3/2/2006 9:00 PM","3/31/2011 9:00 PM",,,,,,,,,,,,,,,,,,"9/26/2023 9:00 PM","YES","OVERDUE",,,,
"NO NAME","[""LHA""]","[""LHA 6 (Flt 2)""]","LHA 10",,,,,,,,"OVERDUE",,,"[""PASCAGOULA, MS""]",,"[""PLANNED""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"AMERICA","[""LHA""]","[""LHA 6""]","LHA 6","10/10/2014 9:00 PM","[""CNSP""]","[""C7F""]","1/2/2022 9:00 PM","8/27/2028 9:00 PM","45","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""SASEBO, JAPAN""]","20103","[""PAC""]",,"HPC to PAC 31AUG25","1/30/2014 9:00 PM","4/2/2015 9:00 PM",,,"1/2/2022 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"TRIPOLI","[""LHA""]","[""LHA 6""]","LHA 7","7/14/2020 9:00 PM","[""CNSP""]","[""C3F""]","1/29/2025 9:00 PM","11/14/2027 9:00 PM","8","[""2""]",,"[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","27501","[""PAC""]",,,"10/24/2019 9:00 PM","8/26/2021 9:00 PM",,,"1/29/2025 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"YES",,,,,
"BOUGAINVILLE","[""LHA""]","[""LHA 6 (Flt 2)""]","LHA 8",,"[""CNSL""]",,,"7/5/2026 9:00 PM",,,"OVERDUE",,,"[""PASCAGOULA, MS""]",,"[""UNDER CONSTRUCTION""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"FALLUJAH","[""LHA""]","[""LHA 6 (Flt 2)""]","LHA 9",,,,,,,,"OVERDUE",,,"[""PASCAGOULA, MS""]",,"[""AUTHORIZED""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"WASP","[""LHD""]","[""LHD 1""]","LHD 1","7/28/1989 9:00 PM","[""CNSL""]","[""C2F""]","9/10/2023 9:00 PM","3/21/2027 9:00 PM","25","[""2""]",,"[""ACTIVE""]","[""YES""]","[""NORFOLK, VA""]","23168","[""PAC""]",,,,,,,"10/8/1998 9:00 PM","1/8/2004 9:00 PM","4/15/2010 9:00 PM","3/30/2016 9:00 PM","9/10/2023 9:00 PM",,,,,,,,,,,,,,,"10/8/2014 9:00 PM",,,"YES",,,,,
"ESSEX","[""LHD""]","[""LHD 1""]","LHD 2","10/16/1992 9:00 PM","[""CNSP""]","[""C3F""]","4/10/2022 9:00 PM","2/15/2026 9:00 PM","42","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","21533","[""PAC""]",,,,,,,"6/5/1997 9:00 PM","2/3/2000 9:00 PM","5/12/2005 9:00 PM","7/1/2010 9:00 PM","2/14/2018 9:00 PM","4/10/2022 9:00 PM",,,,,,,,,,,,,,"6/21/2017 9:00 PM",,,"YES","OVERDUE",,,,
"KEARSARGE","[""LHD""]","[""LHD 1""]","LHD 3","10/15/1993 9:00 PM","[""CNSL""]","[""C2F""]","6/9/2021 9:00 PM","7/26/2026 9:00 PM","52","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""NORFOLK, VA""]","21700","[""LANT""]",,,,,,,"11/5/1998 9:00 PM","10/23/2003 9:00 PM","7/13/2008 9:00 PM","3/25/2015 9:00 PM","6/9/2021 9:00 PM",,,,,,,,,,,,,,,"4/23/2014 9:00 PM",,,"YES","OVERDUE",,,,
"BOXER","[""LHD""]","[""LHD 1""]","LHD 4","2/10/1995 9:00 PM","[""CNSP""]","[""C3F""]","1/29/2020 9:00 PM","1/31/2027 9:00 PM","68","[""1"",""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","21808","[""PAC""]",,,,,,,"10/19/2000 9:00 PM","3/10/2005 9:00 PM","9/23/2010 9:00 PM","10/8/2015 9:00 PM","1/29/2020 9:00 PM",,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"BATAAN","[""LHD""]","[""LHD 1""]","LHD 5","9/19/1997 9:00 PM","[""CNSL""]","[""C2F""]","8/7/2022 9:00 PM","7/11/2027 9:00 PM","38","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""NORFOLK, VA""]","21879","[""LANT""]",,,"4/17/1997 9:00 PM","3/12/1998 9:00 PM",,,"4/29/2004 9:00 PM","10/23/2008 9:00 PM","7/25/2013 9:00 PM","5/29/2019 9:00 PM","8/7/2022 9:00 PM",,,,,,,,,,,,,,,"11/11/2015 9:00 PM",,,"YES","OVERDUE",,,,
"BONHOMME RICHARD","[""LHD""]","[""LHD 1""]","LHD 6","8/14/1998 9:00 PM",,,"10/31/2013 9:00 PM",,"143",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""BREMERTON, WA""]","20882","[""INACTIVE""]",,,,,,,"1/22/1997 9:00 PM","8/23/2007 9:00 PM","11/7/2013 9:00 PM",,,,,,,,,,,,,,,,,,,"4/14/2021 9:00 PM","NO","OVERDUE",,,,
"IWO JIMA","[""LHD""]","[""LHD 1""]","LHD 7","6/29/2001 9:00 PM","[""CNSL""]","[""C2F""]","7/18/2024 9:00 PM","8/16/2026 9:00 PM","15","[""2""]",,"[""ACTIVE""]","[""YES""]","[""NORFOLK, VA""]","23027","[""LANT""]",,"MI 4: PST/REINT MI EXECUTED","2/15/2001 9:00 PM","11/1/2001 9:00 PM",,,"2/10/2005 9:00 PM","4/15/2010 9:00 PM","7/30/2014 9:00 PM","7/18/2024 9:00 PM",,,,,,,,,,,,,,,,,,,"YES",,,,,
"MAKIN ISLAND","[""LHD""]","[""LHD 1""]","LHD 8","10/23/2009 9:00 PM","[""CNSP""]","[""C3F""]","7/16/2023 9:00 PM","5/23/2027 9:00 PM","27","[""2""]",,"[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","23171","[""PAC""]",,,"3/19/2009 9:00 PM","10/28/2010 9:00 PM",,,"7/31/2016 9:00 PM","7/16/2023 9:00 PM",,,,,,,,,,,,,,,,,,,,,"YES",,,,,
"PONCE","[""LPD""]","[""LPD 4""]","LPD 15","6/30/1971 9:00 PM",,,"12/12/2013 9:00 PM",,"142",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""BREMERTON, WA""]","21030","[""INACTIVE""]",,,,,,,"9/30/1999 9:00 PM","7/19/2007 9:00 PM","12/5/2013 9:00 PM",,,,,,,,,,,,,,,,,,,"10/13/2017 9:00 PM","NO","OVERDUE",,,,
"SAN ANTONIO","[""LPD""]","[""LPD 17 (Flt 1)""]","LPD 17","1/13/2006 9:00 PM","[""CNSL""]","[""C2F""]","12/5/2024 9:00 PM","1/28/2029 9:00 PM","10","[""2""]",,"[""ACTIVE""]","[""YES""]","[""NORFOLK, VA""]","07207","[""LANT""]",,,"6/30/2005 9:00 PM","3/29/2007 9:00 PM",,,"4/26/2012 9:00 PM","2/6/2017 9:00 PM","1/30/2022 9:00 PM","12/5/2024 9:00 PM",,,,,,,,,,,,,,,,"3/27/2014 9:00 PM",,,"YES",,,,,
"NEW ORLEANS","[""LPD""]","[""LPD 17 (Flt 1)""]","LPD 18","3/9/2007 9:00 PM","[""CNSP""]","[""C7F""]","4/10/2019 9:00 PM","10/11/2026 9:00 PM","78","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""SASEBO, JAPAN""]","23168","[""PAC""]",,,"12/7/2006 9:00 PM","8/14/2008 9:00 PM",,,"7/29/2015 9:00 PM","4/10/2019 9:00 PM",,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"MESA VERDE","[""LPD""]","[""LPD 17 (Flt 1)""]","LPD 19","12/14/2007 9:00 PM","[""CNSL""]","[""C2F""]","11/28/2021 9:00 PM","12/6/2026 9:00 PM","46","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""NORFOLK, VA""]","32421","[""LANT""]",,,"9/13/2007 9:00 PM","6/19/2008 9:00 PM",,,"1/16/2014 9:00 PM","11/28/2021 9:00 PM",,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"GREEN BAY","[""LPD""]","[""LPD 17 (Flt 1)""]","LPD 20","1/23/2009 9:00 PM","[""CNSP""]","[""C3F""]","1/9/2022 9:00 PM",,"45","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","3012A","[""PAC""]",,,"7/31/2008 9:00 PM","10/29/2009 9:00 PM",,,"12/17/2014 9:00 PM","1/9/2022 9:00 PM",,,,,,,,,,"5/8/2001 9:00 PM",,,,,,,,,"4/15/2018 9:00 PM",,"NO","OVERDUE",,,,
"NEW YORK","[""LPD""]","[""LPD 17 (Flt 1)""]","LPD 21","11/6/2009 9:00 PM","[""CNSL""]","[""C2F""]","4/17/2025 9:00 PM",,"6","[""2""]",,"[""ACTIVE""]","[""YES""]","[""NORFOLK, VA""]","3013A","[""LANT""]",,,"7/23/2009 9:00 PM","2/3/2011 9:00 PM",,,"7/26/2017 9:00 PM","1/14/2021 9:00 PM","4/17/2025 9:00 PM",,,,,,,,"9/28/2000 9:00 PM",,,,,,,,,,,,"NO",,,,,
"SAN DIEGO","[""LPD""]","[""LPD 17 (Flt 1)""]","LPD 22","5/18/2012 9:00 PM","[""CNSP""]","[""C7F""]","7/21/2021 9:00 PM","1/15/2026 9:00 PM","51","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""SASEBO, JAPAN""]","3014A","[""PAC""]",,"HPC to SASEBO JUN 24","11/17/2011 9:00 PM","12/6/2012 9:00 PM",,,"3/1/2017 9:00 PM","7/21/2021 9:00 PM",,,,,,,,,,,,,,,,,,"7/28/2016 9:00 PM",,,"YES","OVERDUE",,,,
"ANCHORAGE","[""LPD""]","[""LPD 17 (Flt 1)""]","LPD 23","5/3/2013 9:00 PM","[""CNSP""]","[""C3F""]","7/19/2022 9:00 PM","4/26/2026 9:00 PM","39","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","3015A","[""PAC""]",,,"6/21/2012 9:00 PM","7/18/2013 9:00 PM",,,"4/18/2018 9:00 PM","7/19/2022 9:00 PM",,,,,,,,,,,,,,,,,,"4/22/2015 9:00 PM",,,"YES","OVERDUE",,,,
"ARLINGTON","[""LPD""]","[""LPD 17 (Flt 1)""]","LPD 24","2/7/2013 9:00 PM","[""CNSL""]","[""C2F""]","12/12/2022 9:00 PM","2/15/2026 9:00 PM","34","[""2""]",,"[""ACTIVE""]","[""YES""]","[""NORFOLK, VA""]","23180","[""LANT""]",,,"11/1/2012 9:00 PM","11/21/2013 9:00 PM",,,"3/7/2018 9:00 PM","12/12/2022 9:00 PM",,,,,,,,,,,,,,,,,"10/29/2009 9:00 PM","5/10/2017 9:00 PM",,,"YES",,,,,
